Department,Sentiment,Emotions,Summary
Product,negative,"disappointment, dissatisfaction, frustration, regret, sadness","shirt fit off, fabric wrinkles easily, see through in white"
Product,positive,"fabulous, gorgeous, practical, true to size, flattering, darling","fabulous dress, embroidery, long sleeves, true to size, flattering"
Product,positive,"great, perfect, warmth","fit great, size medium, black tank/cami for warmth"
Product,positive,"love, comfortable, soft","soft and comfortable gown, perfect for sleeping"
Product,positive,"love, cute, great, recommend","cute shirt, perfect size, great for holiday season"
Product,positive,"funky, classic, excellent, heavy, warm",versatile and lightweight jacket for various occasions
Product,positive,"flattering, excited, great, sheer, unsure","flattering dress, needs camisole, unsure about keeping it."
Product,negative,"dissatisfaction, disappointment, frustration, annoyance, concern","loose leg opening, pockets sticking out, pear shape widening"
Product,positive,"loved, understand, great, didn't hang well, too short","clothing design, sizing accuracy, hang well, short at shoulders"
Product,positive,"winner, short waisted, cropped fit, fitted shirt, tried","white shirt winner, cropped fit, fitted shirt, tried"
Product,positive,"soft, recommend, shrink, see through, return","soft tanks, recommend, shrink in wash, see through, return"
Product,negative,"disappointment, dissatisfaction, frustration, indifference, regret","shirt material not soft, returned"
nan,nan,nan,nan
Product,positive,"comfortable, cute, perfect, fits perfectly","perfect sweatshirt, comfortable and cute"
Product,positive,"love, comfortable, beautiful, can't recall, new","perfect dress for dinner date or summer weddings, comfortable and beautiful."
Product,positive,"pretty, fits perfectly","clothing design, sizing accuracy"
Product,negative,"disappointment, frustration, satisfaction, relief, surprise","small chest size, exchanged for size 6, flaws disappear, comfortable"
Marketing,positive,"happy, satisfied","received compliments, favorite"
Product,negative,"worried, glad, fitted, need to try again","tight fit, need to try next size up"
Product,negative,sad,"weird fit, sad it didn't work"
Product,negative,"like, lovely, intense, bad, too short, too long, attractive","jacket design and color are good, but sizing is off"
Product,negative,"laughing, cute, wrong, huge",wrong material and placement
Product,positive,"vibrant, beautiful, soft","green sweater is vibrant, beautiful, and soft."
Product,positive,"comfortable, soft, wish, bought, colour","soft and comfortable, wish bought other colour"
nan,nan,nan,nan
Product,positive,"love, valuable, mistake, faves, oversized","soft material, valuable lesson, oversized look"
Product,negative,disappointed,"top disintegrated after two washes, disappointed with quality."
Product,positive,"skeptical, sold, soft, unique, gorgeous","soft and unique sweater, gorgeous purple color, fits a bit big"
Product,negative,"dissatisfaction, frustration, disappointment, annoyance, inconvenience","sizing issue, need to return"
Product,positive,"great, soft, wearing, time, workout","great and soft inside, wearing it around my house"
Product,positive,"cute, like, recommend, perfect","soft, light sweater, cute design, perfect sizing"
Product,positive,"fan, great, wearable, carefree, voluminous","tracy reese dress, works of art, great quality, wearable, carefree look"
Product,positive,"loved, worth it, happy",romper worth it for quality and style
Product,negative,"frumpy, not flattering, cheap, wow","dress not flattering, cheap fabric, other options available"
Product,positive,"love, cute, great, style, cooler","dress fits great, cute in person, style with accessories"
Product,negative,"disappointment, dissatisfaction, acceptance, contentment, neutrality","silk camisoles, black looks like polyester, white is cream/ivory, fit is good"
Product,positive,"love, beautiful, shimmery, fine","beautiful flowy material, runs a bit large, shimmery detail"
Product,positive,delighted,"medium size fits perfectly, delighted to add to wardrobe"
Product,positive,"surprised, adorable, timeless, flattering, modern",form fitting and flattering top with a timeless plaid design.
nan,nan,nan,nan
Product,positive,"stunning, love, great, perfect, beware","stunning top, great buy on sale, fits perfect, beware of flair"
Product,negative,"disappointment, dissatisfaction, dislike, regret, frustration","oversized tee, unflattering color, returned due to size and color"
Product,positive,"love, flattering, great, classy, hot","dress runs big and long, flattering, classy, hot"
Product,positive,"love, glad, versatile, cozy, bulky","soft and cozy vest, versatile color, not bulky, perfect fit"
Product,negative,"adorable, soft, wish, unfortunately, snug","jeans too snug, wish they fit"
Product,positive,"pleasure, love, ocd thing, prefer, sexiness","middle bow, higher than neckline, pleasing look"
Product,positive,"awesome, complements, comfortable, amazing, look","super comfortable, amazing look, rare combo"
nan,nan,nan,nan
Product,positive,"cute, pretty, good, fit","waist is a little big, overall pretty good fit"
Product,positive,"surprised, cute, fitting, sexy, comfy","cute, fitted dress, can be dressed up for work"
nan,nan,nan,nan
Product,negative,"warm, big, huge, ginormous, kept","dress is warm but too big, kept the extra small."
Product,positive,"loved, feel, great","material, feel, run large, loungewear, top, skinny jeans, leggings"
Product,positive,"like, love, pretty","light, airy, flowy, pretty"
Product,positive,"beautiful, amazing, perfect, better, added bonus, recommend","amazing dress, beautiful colors, perfect for fall"
Product,positive,"beautiful, flattering, well-fitted, perfect, plan","beautiful detail, flattering, well-fitted, perfect for a wedding."
Product,positive,"happy, satisfied","new favorite top, looks and fits as described"
Product,positive,"satisfied, impressed, relieved, content, happy","good quality leggings, not see-through, nice ankle detail"
Product,positive,"wonderful, nicely, popular, understood, high rating","fits nicely, popular tee, high rating"
Product,positive,"love, sweet, beautiful, perfect, little","sweet and beautiful top, perfect for dressing up"
Product,positive,"love, issue, shorter, rubs","well-made top, shorter length, neckline rubbing"
Product,positive,"fan, great, true, stretch, maintain","true to size, great fit, all day"
Product,positive,"comfortable, relaxed, perfect, solved, compliments",comfortable and flattering pants for different body types.
Product,negative,"disappointed, frustrated, dissatisfied, annoyed, irritated","stiff and boxy dress, awkward fit for petite person"
Product,positive,"relaxed, soft, fit well, room","soft, relaxed fit jeans, size 25 fits well with room"
Product,positive,"love, classy, flattering, beautiful, comfy","pants make you look and feel classy, flattering and beautiful outfit"
Product,negative,disappointed,"medium petite waist size measured at approximately 26"""
Product,positive,"flattering, disappointed, garish, unflattering, bummer","navy shirt fits perfectly, other colors are disappointing"
Product,negative,"love, large, fabric, return","large fabric, return"
Product,positive,"beautiful, comfortable, recommend","beautiful, comfortable dress, highly recommend"
Product,positive,"satisfied, comfortable, pleased, happy, content","fits perfectly, forgiving sleeves, beautiful neutral color"
Product,positive,"flattering, lovely, nice, soft, beautiful","flattering tank top, solid navy blue chiffon, soft fabric, drapes beautifully"
Product,positive,"great, love, classic, pizzazz, excellent","classic looking shirt with a little pizzazz, excellent quality"
Product,positive,"perfect, great, flattering","dress is perfect for any occasion, looks great with every shoe"
Product,positive,"love, comfy","comfy sweater, versatile"
